,Owner ID,Owner Name,Reg Owner IMO No,Owner Country,Owner Country Name,City Name,Address line 1,Address line 2,Owner Postcode,Code,Who,Comment
296,26274,KALLISTO SCHIFFAHRTS,5288937,535,Germany,Hamburg,Care of Peter Doehle Schiffahrts-KG ,Elbchaussee 37,22609,j,Batch 10,
297,78786,KANGSAR CORP PTE LTD,4202761,620,Singapore,Singapore,Care of Liannex Corporation (S) Pte Ltd ,"18, Sungei Kadut Way",728789,j,Batch 10,
298,75933,KARAPIPERIS 20,5501155,555,Greece,Piraeus,Care of Mediterranean Tugs Consortium (Med Tugs) ,"Nikis Street, Perama",188 63,j,Batch 10,
299,79568,KARYA CEMERLANG PT,5210601,559,Indonesia,Jakarta,"Pinangsia Taman Sari, Jalan Cengkeh 12A",,11110,j,Batch 10,
300,102523,KATONISSI ELAFONISSOS SHIPPING,5670037,555,Greece,Athens,"7, Spyrou Miliou Street, Chaidari",,124 62,j,Batch 10,
301,20712,KEI ENTERPRISE INC,5041317,604,Japan,Tokyo,Care of Nippon Yusen KK (NYK Line) (Nippon Yusen Kaisha),"Yusen Building, 3-2, Marunouchi 2-chome, Chiyoda-ku",100-0005,j,Batch 10,
302,103493,KENZAN KAIUN/SUN ARROW LINE,5884857,569,Japan,Imabari,Care of Yano Kaiun Co Ltd ,"1276-1, Namikata, Namikata-cho, Ehime-ken",799-2101,j,Batch 10,
303,30016,KGJ CEMENT AS,5407628,600,Norway,Bergen,Zander Kaaes gate 7,,5015,j,Batch 10,
304,75231,KIM SUN,5095621,559,Indonesia,Tanjungpinang,Care of PT Pelnas Bintan Bugar-Bugar ,"Jalan MT Haryono 28, Kel Tanjungpinang Timur",29122,j,Batch 10,
305,74078,KIRPA MARINE LTD,5987343,589,United Kingdom,Glasgow,Care of Alphaseas Management Ltd ,"115 Abercromby Business Centre, 279, Abercromby Street",640 2DD,j,Batch 10,
306,109072,KLEIN D,6143616,551,United Kingdom,London,,,,j,Batch 10,
307,82937,KOCAL DENIZCILIK,4162589,633,Turkey,Istanbul,Care of Avrasya Deniz Tasimaciligi Turizm Hizmetleri Insaat Sanayi ve Ticaret AS ,"Kat 2, Tophanelioglu Caddesi 3, Altunizade Mah, Uskudar",34662,j,Batch 10,
308,73904,KONSTANTINOS G MARITIME CO,5995459,555,Greece,Piraeus,"3A, Taygetou Street, Perama",,188 63,j,Batch 10,
309,105595,KOREA TONNAGE NO 72 SHIPPING,6152013,589,South Korea,Seoul,Care of Korea Line Corp ,"SM R&D Center, 78, Magokjungang 8-ro, Gangseo-gu",7803,j,Batch 10,
310,53866,KOWLOON BOEHE SCHIFFAHRT,5844468,535,Germany,Luebeck,Care of Lubeca Marine (Germany) GmbH & Co KG ,Grosse Burgstrasse 55-57,23552,j,Batch 10,
311,72687,KS SHIPHOLDING SA,5978570,604,South Korea,Seoul,Care of KSS Line Ltd ,"8th Floor, Daeil Building, 12, Insa-dong, Jongno-gu",110-741,j,Batch 10,
312,74466,KUGELBAKE BREB SCHIFFFAHRTS,5995931,535,Germany,Leer,Care of Briese Schiffahrts GmbH & Co KG ,Hafenstrasse 12,26789,j,Batch 10,
313,43361,KYMATA SHIPPING CO,5684420,589,Greece,Piraeus,Care of Navios Shipmanagement Inc ,"85, Akti Miaouli",185 38,j,Batch 10,
314,59975,LABMAR CREWBOATS I LLC,5673491,639,United States of America,New Orleans,Care of Laborde Marine LLC ,"Suite 1725, Pan American Life Center, 601, Poydras Street",LA 70130-6033,j,Batch 10,
315,42293,LAGARO MARINE LTD,5753581,578,Norway,Oslo,Care of Nordic Shipping AS ,Kronprinsesse Marthas plass 1,160,j,Batch 10,
316,76360,LAKLER SA,4206601,638,Japan,Tokyo,Care of Mitsui OSK Lines Ltd (MOL) ,"1-1, Toranomon 2-chome, Minato-ku",105-8688,j,Batch 10,
317,68351,LANGUEDOC-ROUSSILLON MARITIME,5181541,548,France,Sete,"1, quai Philippe-Regy",,34207,j,Batch 10,
318,67927,LATINO AMERICAN TRADING,4212414,604,Columbia,Cartagena de Indias,Care of Buzca Soluciones de Ingenieria SA (Buzca SA),"piso 12, Edificio Nautilus, Avenida San Martin 9-145, Bocagrande",,j,Batch 10,
319,104924,LEAF SHIPHOLDING CORP,6149632,578,Greece,Athens,Care of Oceanic Shipmanagement Corp ,"12A, Irodou Attikou Street, Marousi",151 24,j,Batch 10,
320,101313,LEGEND MARINE LTD,6038973,589,Greece,Athens,Care of Thenamaris (Ships Management) Inc ,"16, Athinas Avenue & Vorreou Street, Vouliagmeni",166 71,j,Batch 10,
321,99947,LERRIX TANKSHIP LTD,5033714,551,Cyprus,Limassol,Care of Petronav Ship Management Ltd ,"4th Floor, Christiel Building, 145-149, Christodoulou Chatzipavlou Street,  , .",3036,j,Batch 10,
322,79511,LI AN HWAT OVERSEAS,1364572,620,Singapore,Singapore ,Care of Pacific Taiping Pte Ltd ,"02-08, Parklane Shopping Mall, 35, Selegie Road, ",188307,j,Batch 10,
323,102016,LIBERTY CHARTERS LTD,5885325,601,New Zealand,,"45, Croft Lane, RD 3","Albany 0, .",793,j,Batch 10,
324,97254,LIMFJORD KONGSDAL SHIPPING LTD,6083427,533,Cyprus,Limassol,Care of SMT Shipping (Cyprus) Ltd ,"33, Michalis Zavos Street, Agios Athanasios,  , .",4107,j,Batch 10,
325,106798,LION SHIPPING 2 LLC,6155327,589,Greece,Athens,Care of Interunity Management Corp SA ,"69, Ethnikis Antistaseos Street, Chalandri, , .",152 31 ,j,Batch 10,
326,21149,LIXON MARITIME PTE LTD,5618825,620,Singapore,Singapore ,"02-05, United House, 20","Kramat Lane, ",228773,j,Batch 10,
327,33633,LOGE SHIPPING CO,5288751,578,Greece,Athens,Care of Lotus Shipping Co Ltd ,"155, Andrea Syngrou Avenue, , .",171 21 ,j,Batch 10,
328,75317,LONGSHI INTERNATIONAL SHIP,5939348,556,Greece,Piraeus,Care of Cosmoship Management SA ,"14, Charilaou Trikoupi Street, , .",185 36 ,j,Batch 10,
329,37929,LOTUS,5545856,538,Denmark.,Munkebo,Care of Sirius Shipping ApS ,"Kystvejen 100,  , ",5330,j,Batch 10,
330,91037,LS-MHL3 CO LTD,6078381,589,Marshall Islands,Singapore ,Care of Pacific International Lines (Pte) Ltd ,"03-00, PIL Building, 140, Cecil Street, 0",69540,j,Batch 10,
331,35462,LUCKYBOY INC,5332551,589,Greece,Athens,Care of Stealth Maritime Corp SA ,"331, Kifisias Avenue, Kifisia, , .",145 61 ,j,Batch 10,
332,29963,LUVIA SHIPPING INC,5363151,604,Turkey,Ankara,Care of Gamma Denizcilik Nakliyat ve Dis Ticaret Ltd Sti (Gamma Shipping Transport & Foreign Trading Ltd) ,"621 Sokak 12, Ilkbahar Mah, Cankaya, 0 , .",6550,j,Batch 10,
333,21271,LYKIA SHIPPING CORP,5645816,604,Turkey,Izmir,Care of Karya Denizcilik ve Gemi Insaat Sanayi ve Ticaret AS (Karya Shipping & Ship Building Inc Co) ,"Daire 11, Kat 6, Tibas Apartmani, 1476 Sokak 1, Alsancak Mah, Konak,  , .",35220,j,Batch 10,
334,105510,MA TAURUS D1-4319 SA,6151797,604,South Korea.,Seoul,Care of HMM Co Ltd ,"194, Yulgok-ro, Jongno-gu, , 0, ",3127,j,Batch 10,
335,21054,MADISON EAGLE LLC,5975031,589,USA,Stamford,Care of Eagle Bulk Ultraco LLC ,"300, First  Place,  , .",CT 06902-6765,j,Batch 10,
336,80316,MAHINI P & PARTNERS,5418724,563,Iran,,Emam Hosein Complex,"Shahid Chamran Street Bushehr, .",,j,Batch 10,
337,80492,MAKRI GEMICILIK VE GEMI,6026777,633,Turkey,,"Ali Gaffar Okan Caddesi 3A/A, Kesikkapi Mah, 48300 Fethiye",.,,j,Batch 10,
338,102531,MAMALAKIS D,762792,555,Greece,,Irakleio,.,,j,Batch 10,
339,80989,MANIITSOQ AS,5918130,600,Norway,Tromso,Care of Besi AS ,"Lanes Center, Strandvegen 106,  , .",9006,j,Batch 10,
340,83724,MAPLE STAR SHIPPING LTD,6028022,556,China,Taizhou,Care of Maple Leaf Shipping Co Ltd ,"8, Huanhe Xilu, Zhang'an Jiedao, Jiaojiang Qu, , Zhejiang, , .",317018,j,Batch 10,
341,96300,MAREA MERIDIONALE LTD,5948743,532,Cayman Islands,,George Town,"Grand Cayman, .",,j,Batch 10,
342,96511,MARIAN MARINE SA,6067838,589,Greece,Athens,Care of Anosis Maritime SA ,"13, Pandoras & Kyprou Streets, Glyfada, , .",166 74 ,j,Batch 10,
343,104867,MARINE CAPITAL YACHTING LTD,6153158,590,United Kingdom.,Southampton,Care of Manta Maritime Ltd ,"Botley Mills, Botley, , , ",SO30 2GB,j,Batch 10,
344,90681,MARINE SYMPHONY SA,5992998,578,Greece,Athens,Care of Golden Flame Shipping SA ,"22, Kifisias Avenue, , .",151 25 ,j,Batch 10,
345,76016,MARITIME INVESTMENTS LTD-GIB,5943169,553,Seychelles,Victoria,Care of Nakhimov Management Ltd ,"Suite 15, 1st Floor, Oliaji Trade Centre, PO Box 1004, Francis Rachel Street, , Mahe Island, .",,j,Batch 10,
346,99386,MARS M SHIPPING PTE LTD,6124483,620,Singapore,Singapore ,Care of Straits Bunkering Pte Ltd ,"17-07, PLUS, 20, Cecil Street, 0",49705,j,Batch 10,
347,108114,MARVEL LINES ENTERPRISES SA,6164603,578,Liberia,Singapore ,Care of Ocean Tankers (Pte) Ltd ,"37, Tuas Road, ",638503,j,Batch 10,
348,102431,MASUCH K,1409186,535,Germany,Bergen,Otto-Grotewohl-Ring 6,"18528  auf Rugen, .",,j,Batch 10,
349,21533,MAXDODEKA SHIPPING CORP,5495500,578,Cyprus,Limassol,Care of Safe Bulkers Management Ltd ,"Safe Bulkers Tower, 71, Agias Fylaxeos & Arch Makarios III Avenue,  , .",3087,j,Batch 10,
350,103691,MCKEIL INTERNATIONAL 2 INC,6143704,589,Switzerland,Nyon,Care of ABC Maritime AG ,"rue Perdtemps, 1,  , .",1260,j,Batch 10,
351,56326,MEDIQUEEN MARITIME LTD,5812357,590,Turkey,Istanbul,Care of Statu Gemi Kiralama ve Ticaret Ltd Sti (Statu Chartering & Shipping Agency Ltd) ,"Bestekar Selahattin Pinar Sokak 108, Salacak Mah, Uskudar,  , .",34668,j,Batch 10,
352,16797,MEGASTAR ARIES LTD,1597632,561,Malaysia,Kuala Lumpur,Care of Genting Cruise Lines Ship Management Sdn Bhd,"21st Floor, Wisma Genting, PO Box 288, 28, Jalan Sultan Ismail, 50250 , .",,j,Batch 10,
353,78509,MELLAT KANDOWAN BANK,4122981,563,Iran,,Enghelab Avenue Tehran,.,,j,Batch 10,
354,53286,MERCHANT PRIME SHIPPING I LLC,5831379,589,Bermuda,Hamilton,Care of Mid-Atlantic Bulk Carriers Ltd ,"The Vallis Building, 58, Par la Ville Road, , .",,j,Batch 10,
355,88893,MERIDIAN 9 LTD,6055509,518,Bermuda,,Hamilton,.,,j,Batch 10,
356,93038,METEORA MARINE SA,6003616,578,Greece,Sofia,Care of Contships Management Inc ,"45, Vasilissis s Avenue,  , .",106 76,j,Batch 10,
357,46740,MIDGARD INTERNATIONAL II LTD,5773535,532,Norway,Bergen,Care of Hansa Tankers AS ,"Kalfarveien 57A,  , .",5022,j,Batch 10,
358,104913,MIF II NO 1 K/S,6144194,538,Cyprus,Limassol,Care of Enesel Ltd ,"Metis Tower, 2 Iacovou Tompazi Street & 28th October Avenue,  , .",3107,j,Batch 10,
359,61794,MILLION STAR CORP LTD,5754500,556,China,Hong Kong,Care of Grandfame Ship Management Ltd ,"Unit 2306, 23rd Floor, 118, Connaught Road West, Sheung Wan, , .",,j,Batch 10,
360,21671,MINGHAI SHIPPING INC,4037541,604,Panama,Singapore ,Care of COSCO (Cayman) Fortune Holding Co Ltd ,"18-01/02, Standard Chartered Bank Building, 6, Battery Road, 0",49909,j,Batch 10,
361,108916,MIR PUIG P,3011913,544,Spain,Barcelona,Passeig de Sant Joan 15,"0 , .",8010,j,Batch 10,
362,81677,MIXER TOWAGE & SHIPPING INC,5179571,517,Russia,St Petersburg,Care of Northern Towing Co Ltd (OOO 'Severnaya Buksirnaya Kompaniya'),"Ofis 1, ul Furshtatskaya 45, , , .",191123,j,Batch 10,
363,33766,MOBILEX ENERGY LTD,4095146,570,Kazakhstan,,Nur-Sultan,.,,j,Batch 10,
364,71221,MOL COASTAL/SEIWA KAIUN,5976781,569,Japan,Tokyo,Care of MOL Coastal Shipping Ltd ,"3rd Floor, Mitsui OSK Lines Building, 1-1, Toranomon 2-chome, Minato-ku, , , .",105-0001,j,Batch 10,
365,75649,MOONLIGHT SHIPPING LTD,4104658,640,Saint Vincent and the Grenadines,Luxembourg,Care of Navilux Management Sarl ,"20, avenue Pasteur,  , .",2310,j,Batch 10,
366,95117,MORS-THY FAERGEFART,5703592,538,Denmark.,Nykobing,Jernbanevej 7,"  M, ",7900,j,Batch 10,
367,58023,MPP PORTFOLIO III SCHIFFAHRTS,5874498,535,Germany,Hamburg,Care of Hammonia Reederei GmbH & Co KG ,"Neumuehlen 9,  , .",22763,j,Batch 10,
368,107523,MT HA NOI COMMERCE & TRANSPORT,6129881,643,Vietnam,Hanoi City,"7C, Ngo 38, Xuan La","Tay Ho District, , .",,j,Batch 10,
369,21783,MULTON NAVIGATION INC,5629471,589,Sweden,,Care of Onexes Maritime Services ,"Sorbyplan 14,  Spanga, .",SE-163 71,j,Batch 10,
370,106888,MV BALMORAL FUND LTD,6017337,551,United Kingdom.,,"21, South Close Green, Merstham","Redhill, , ",RH1 3DU,j,Batch 10,
371,72194,MYSTIC EAGLE LLC,5975076,589,USA,Stamford,Care of Eagle Bulk Ultraco LLC ,"300, First  Place,  , .",CT 06902-6765,j,Batch 10,
372,104745,NAKATOSA KAIUN,253037,569,Japan,Anan-shi,"289-5, Shinbari, Minobayashi-cho",", Tokushima-ken, , .",774-0017,j,Batch 10,
373,21843,NANSEN SPIRIT LLC,5562562,589,Norway,Stavanger,Care of Altera Infrastructure Norway AS ,"Verven 4,  , .",4014,j,Batch 10,
374,105198,NATUASHISH SHIPPING GP INC,6145321,523,Canada,St John's,Care of Canship Ugland Ltd ,"1315, Topsail Road,  NL .",,j,Batch 10,
375,84718,NAVIERA LIVING STONE SL,6050383,544,Netherlands,Breda,Care of DEME Offshore NL BV ,"Minervum 7442,  , .",4817 ZG,j,Batch 10,
376,103613,NAVIGATOR GENESIS LLC,5717720,589,United Kingdom.,London,Care of Navigator Gas LLC ,"The Verde, 10, Bressenden Place, , , ",SW1E 5DH,j,Batch 10,
377,83508,NAVIS MARINE LTD,6035713,532,United Kingdom.,London,Care of Nigel Burgess Ltd (BURGESS) ,"Cunard House, 15, Regent Street, , , ",SW1Y 4LR,j,Batch 10,
378,28898,NELL TRANSPORTATION HOLDING SA,4153838,578,Greece,Athens,Care of Byzantine Maritime Corp ,"8, Korytsas & Grammou Streets, Kifisia, , .",145 61 ,j,Batch 10,
379,21933,NERO THREE SHIPPING LTD,5168957,516,Poland,Szczecin,Care of Polska Zegluga Morska PP (POLSTEAM) ,"Plac Rodla 8, , .",70-419 ,j,Batch 10,
380,106898,NEVA LLC,6151029,616,Russia,Moscow,"Room XVI/2, 1st Floor, pereulok Bolshoy Sukharevskiy 11",", , .",127051,j,Batch 10,
381,81309,NEW DANCING BRAVE SHPG PTE LTD,5897994,620,Bermuda,Hamilton,Care of Petredec Ltd ,"Par La Ville Place, 14, Par la Ville Road, , , .",HM 08,j,Batch 10,
382,97576,NEW VISION SHIPPING CO LTD,4226051,556,China,Hong Kong,Care of Associated Maritime Co (Hong Kong) Ltd (AMCL),"32nd Floor,  Merchants Tower, Shun Tak Centre, , Connaught Road Central, Central, , .",168-200,j,Batch 10,
383,80473,NEWCONTAINER NO 95 MI SHIPPING,5892375,589,China,Hong Kong,Care of Orient Overseas Container Line Ltd (OOCL),"31st Floor, Harbour Centre, 25, Harbour Road, Wan Chai, , .",,j,Batch 10,
384,88814,NGOTI NO 20 SPC B SA,6029958,604,United Kingdom.,Sunbury-on-Thames,Care of BP Shipping Ltd ,"Building G, Chertsey Road, , , ",TW16 7LN,j,Batch 10,
385,22048,NIKOMARIN SHIPPING CO LTD,5319498,533,Greece,Athens,Care of Anosis Maritime SA ,"13, Pandoras & Kyprou Streets, Glyfada, , .",166 74 ,j,Batch 10,
386,82066,NIPPON STEEL & SUMIKIN,6037670,569,Japan,Tokyo,"I S Riverside Building, 23-4, Shinkawa 1-chome","Chuo-ku, , , .",104-0033,j,Batch 10,
387,73606,NMS CD1 LLC,5991080,639,United Kingdom.,London,Care of Nautilus Marine Services Plc ,"3, More  Riverside, , , ",SE1 2AQ,j,Batch 10,
388,91905,NORD SARDEGNA SARL,4238773,566,Monaco,Corona,Care of Fraser Worldwide SAM ,"Le do, 20, avenue de Fontvieille,  , .",98000,j,Batch 10,
389,62706,NORDIC HANNE PTE LTD,5789822,620,Denmark.,Copenhagen,Care of Nordic Shipholding A/S ,"Sundkrogsgade 19,  , ",2100,j,Batch 10,
390,25556,NORMA J SCHIFFAHRTSGESELL,4105523,535,Germany,Haren (Ems),Care of Jungerhans Maritime Services GmbH & Co KG,"Boschstrasse 31,  , .",49733,j,Batch 10,
391,35597,NORSPAN LNG VIII AS,4006907,600,Norway,Haugesund,Care of Knutsen OAS Shipping AS ,"Smedasundet 40,  , .",5529,j,Batch 10,
392,79364,NORTHERN GREECE TUGS,1250477,555,Greece,,"1, Nikis Street, 546 24 Thessaloniki",.,,j,Batch 10,
393,76473,NOUNOU MARINE LTD,5888418,590,Greece,Athens,Care of Eastern Mediterranean Maritime Ltd (EASTMED),"69, Grigoriou Lampraki Street, Glyfada, , .",166 75 ,j,Batch 10,
394,105042,NTS SHIPPING PTE LTD,5980465,620,Norway,Kristiansand S,Care of Vega Offshore Management AS ,"Raadhusgata 3, 4611 , .",,j,Batch 10,
395,108366,OAK LEASING LTD,5612171,590,Malta,,"Suite 21, Il-Pjazzetta A, Triq it-Torri","Sliema, SLM 5, .",160,j,Batch 10,
396,101256,OCEAN CHEER SHIPPING,1547012,604,Japan,Tokyo,Care of Mitsui Warehouse Co Ltd (Mitsui-Soko Co Ltd),"20-1, Nishishinbashi 3-chome, Minato-ku, , , .",105-0003,j,Batch 10,
397,99740,OCEAN GLORY ENTERPRISES LTD,6102467,642,British Virgin Islands,Singapore ,Care of Pan Union Shipping Pte Ltd ,"03-01, 7, Jalan Kilang, ",159407,j,Batch 10,
398,90922,OCEAN MING SHIPPING LTD,6071937,556,"Hong Kong, China",Singapore ,Care of Pacific International Lines (Pte) Ltd ,"03-00, PIL Building, 140, Cecil Street, 0",69540,j,Batch 10,
399,84807,OCEAN SHIPPING MANAGEMENT CO,6048484,556,China,,Hong Kong,.,,j,Batch 10,
400,76652,OCEAN TIANXIAN SHIPPING LTD,5933061,556,South Korea.,Seoul,Care of Sinokor Maritime Co Ltd ,"Haeanam Building 21, 21, Bukchang-dong, Jung-gu, , , ",100-080,j,Batch 10,
401,108416,OCEAN WAVES TRADING LTD,6043863,642,Greece,Athens,Care of SSH Maritime Management Ltd ,"127, Vouliagmenis Avenue & Patriarchou Grigoriou, Glyfada, , .",166 74 ,j,Batch 10,
402,107372,OCEANIS SHIPPING PTE LTD,6125504,620,Singapore,Singapore ,Care of WH Marine & Industry Pte Ltd ,"11-11, 60, Paya Lebar Road, ",409051,j,Batch 10,
403,84256,OCY AQUARIUS LTD,6041748,590,United Kingdom.,Glasgow,Care of NAT Chartering Ltd ,"Skypark, 8, Elliot Place, , , ",G3 8EP,j,Batch 10,
404,96805,OCY KNIGHT 4 LTD,6086744,590,Greece,Piraeus,Care of Kyklades Maritime Corp (Kyklades Naftiki Eteria),"2, Ethnarchou Makariou Street & Dimitrios Falireos Street, , .",185 47 ,j,Batch 10,
405,28871,ODIN CLAUS-MARKUS SPECK GMBH,1607555,535,Germany,Hoersten,Care of Reederei Speck Gbr ,"Im Dorfe 9,  , .",24797,j,Batch 10,
406,41742,OHT HAWK AS,5457240,600,Norway,Oslo,Care of Offshore Heavy Transport AS ,"Haakon VII's gate 1, 0 , .",161,j,Batch 10,
407,100069,OLIVE SHIPPING CO LTD,6071129,556,China,Sanhe,Care of Rewood Ocean Shipping Co Ltd(ROSCO) ,"8, Huifu Lu, Yanjiaozhen, , Hebei, 0, .",65201,j,Batch 10,
408,101685,OLYMPIC SEAWAYS NE,6079668,555,Greece,Athens,"72, Strofiliou Street, Kifisia",", .",146 71 ,j,Batch 10,
409,61220,OMURA MARITIME LTD,5906211,595,Malaysia,Johor,Care of Straits Holdings Ltd ,"47-01, Jalan Molek 2/1, Taman Molek,  , , .",81100,j,Batch 10,
410,108500,OOSTZEEKLIPPER SKYLGE,4170249,598,Netherlands,,Enkhuizen,.,,j,Batch 10,
411,108922,ORCADES VIKING LTD,1522875,551,United Kingdom.,Stromness,Care of Green Marine (Orkney) Ltd ,"Hamnavoe, Ferry Road, , , ",KW16 3AE,j,Batch 10,
412,19291,GAINMARK HOLDING LTD,5378144,642,China,Shanghai,Care of Glory Asia Ocean Shipping Ltd ,"34th Floor, ZhongRong Jasper Tower, 8, Yincheng Zhonglu, Pudong Xinqu, , , .",200120,j,Batch 10,
413,75654,GLF GREAT LAKES,1962247,639,USA,,Care of Keystone Shipping Co ,"Suite E600, 1, Bala Plaza, Bala Cynwyd , .",PA 19004-1496,j,Batch 10,
414,83742,GRAFIN JULIANE KREY SCHIFFAHRT,6031724,535,Germany,Leer,Care of Krey Schiffahrts GmbH & Co KG ,"Friesenstrasse 79,  , .",26789,j,Batch 10,
415,97848,HAI FENG 1511 LTD,5876503,589,Greece,Athens,Care of Safety Management Overseas SA ,"30-32, Konstantinou Karamanli Avenue, Voula, , .",166 73 ,j,Batch 10,
416,108270,HEADFORT INVESTMENTS LTD,3026544,769,Guernsey,,"De Catapan House, Grange Road, St Peter Port",. Channel Islands. ,GY1 2QG,j,Batch 10,
417,39297,HONGKONG DE FENG SHIPPING LTD,5730212,556,China,Guangzhou,Care of Guangzhou Kuifenghang Shipping Co Ltd ,"Room 1804, 19, Beijiaochang Lu, Yuexiu Qu, , Guangdong, .",,j,Batch 10,
418,108296,IJSSELMEER SHIPPING CORP BV,5687821,598,Netherlands,Barendrecht,Care of Blue Seas Chartering Corp BV ,"Zuideinde 62,  , .",2991 LK,j,Batch 10,
419,109021,IT'S A DREAM,3023641,583,Luxembourg,Luxembourg,"42, Grand-Rue, 1660 Luxembourg",.,,j,Batch 10,
420,101207,JIAGUI INTERNATIONAL SHIP,6134944,556,United Kingdom.,Holyhead,Care of Stena Line Ltd ,"Stena House, Station Approach, , , ",LL65 1DQ,j,Batch 10,
421,109351,KAZBEG SHIPPING INC,6165323,589,China,Hong Kong,Care of Gerhard Shipping Ltd ,"Unit B, 12th Floor, Hang Seng Causeway Bay Building, 28, Yee Wo Street, Causeway Bay, , .",,j,Batch 10,
422,70845,KTONE SHIPPING SA,5964571,604,South Korea.,Seoul,Care of KSS Line Ltd ,"8th Floor, Daeil Building, 12, Insa-dong, Jongno-gu, , , ",110-741,j,Batch 10,
423,78870,LINGCOTUG PTE LTD,1538589,620,Singapore,Singapore ,"13-08, Parkway Parade, 80","Marine Parade Road, ",449269,j,Batch 10,
424,101740,MAI COSTRUZIONI SAS,5622646,566,Italy,Naples,Care of MultiService Group Srl ,"Stazione Marittima, Piazzale Angioino,   NA, .",80133,j,Batch 10,
425,33697,MARITINDO,4049941,604,Indonesia,Jakarta,Care of PT Pertamina (Persero) ,"Jalan Medan Merdeka Timur 1A, Kel Gambir, , , .",10110,j,Batch 10,
426,80940,MEI YI HONG KONG INVESTMENT CO,5809755,556,China,Hong Kong,Care of Jetpon Asia Co Ltd ,"Room B2, 8th Floor, Loyong Court Commercial Building, 212-220, Lockhart Road, Wan Chai, , .",,j,Batch 10,
427,105997,MONJASA PROVIDER APS,6141209,538,Denmark.,Fredericia,Care of Monjasa Holding A/S ,"Strevelinsvej 34, Erritso,  , ",7000,j,Batch 10,
428,61443,NAVI SKY LTD,5295409,626,Russia,Rostov-na-Donu,Care of Navicor Ltd ,"Office 204, ul 5-aya Liniya 9, , , .",344019,j,Batch 10,
429,50971,NIKMAT MUJUR SDN BHD,5727920,595,Malaysia,Shah Alam,"Lot 1954, BRM 11, Jalan Sungai Pelubung 32/14","off Jalan Bukit Rimau, Bukit Kemuning,  , Selangor, .",42450,j,Batch 10,
430,74089,OCEAN MOON SHIPPING LTD-MAI,5995388,589,Greece,Athens,Care of Ionian Shipping & Trading Corp ,"82, Vasileos Pavlou Street, Voula, , .",166 73 ,j,Batch 10,
431,81138,OLOF BRODIN BULK AB,6025249,625,Sweden,Sollentuna,Care of Brochart KB ,"Trappvagen 5,  , .",SE-191 35,j,Batch 10,
432,26939,GENCO WARRIOR LTD,5359445,589,USA,New York,Care of Genco Ship Management LLC ,"20th Floor, 299, Park Avenue,  , .",NY 10171-0002,j,Batch 10,
433,107885,GMU PTE LTD,6171211,620,Russia,Nakhodka,Care of Petropavlovsk-Kamchatskiy Shipping Co ,"Office 237, ul Gagarina 10, , Primorskiy kray, , .",692903,j,Batch 10,
434,96246,GREAT SOUTHLAND RESOURCES PTY,5711840,509,Australia,,"John Howes Drive, Rosslyn, Yeppoon QLD 4703",.,,j,Batch 10,
435,104645,HAI KUO SHIPPING 1972T LTD,6149001,556,"Hong Kong, China",Singapore ,Care of Executive Ship Management Pte Ltd ,"21-00/22-00, 78, Shenton Way, 0",79120,j,Batch 10,
436,28645,HELLA SCHIFFAHRTSGESELLSCHAFT,5606195,535,Germany,Hamburg,Care of Peter Doehle Schiffahrts-KG ,"Elbchaussee 370,  , .",22609,j,Batch 10,
437,72256,HUDSON ARNHEM LTD,5968247,551,Netherlands,Hellevoetsluis,Care of Tune Chemical Tankers BV ,"Burgmeester van der Jagtkade 10, , .",3221 CB ,j,Batch 10,
438,37876,IWAI KAIUN YK,5273515,569,Japan,Tokyo,"1-7, Uchisaiwai-cho 1-chome, Chiyoda-ku",", , .",100-0011,j,Batch 10,
439,97444,JR WEST MIYAJIMA FERRY CO LTD,5928309,569,Japan,,Miyakojima-shi,.,,j,Batch 10,
440,69252,KHALAFAVI A,5628438,563,Iran,,Bandar Abbas,.,,j,Batch 10,
441,106534,KSF GLOBAL NO 2 SA,6122283,589,South Korea.,Seoul,Care of Nam Sung Shipping Co Ltd ,"17th Floor, Janggyo Building, 363, Samil-daero, Jung-gu, , 0, ",4541,j,Batch 10,
442,21070,LIBERIAN JERBOA TRANSPORTS INC,149392,578,Japan,Yokohama-shi,Care of ENEOS Ocean Corp ,"48th Floor, The Landmark Tower Yokohama, 2-1, Minatomirai 2-chome, Nishi-ku, , Kanagawa-ken, , .",220-8148,j,Batch 10,
443,82183,LUNA SHIPTRADING INC,5987785,578,Greece,Piraeus,Care of Orient Marine International Co ,"5th Floor, 5-7, Kanari Street, , .",185 37 ,j,Batch 10,
444,96298,MAPLE LEAF ADVENTURES CORP,6089001,639,Canada,,"209-1110, Government Street, Victoria BC V8W 1Y2",.,,j,Batch 10,
445,21568,MEDAL SHIPPING LTD,5367706,589,Greece,Athens,Care of F-Maritime SA ,"54, Grigoriou Lampraki Street, Glyfada, , .",166 74 ,j,Batch 10,
446,80570,MIURA SHIPPING SA,6009249,578,Greece,Athens,Care of Evalend Shipping Tankers Co SA ,"21, Filellinon Street,  , .",105 57,j,Batch 10,
447,82261,NARA SHIPPING SA,5887936,589,Greece,Athens,Care of Minerva Marine Inc ,"141-143, Vouliagmenis Avenue & 1 Aiolou Street, Voula, , .",166 73 ,j,Batch 10,
448,62563,NEXANS SKAGERRAK AS,5437366,600,Norway,Bergen,Care of GC Rieber Shipping AS ,"Solheimsgaten 15,  , .",5058,j,Batch 10,
