,Owner ID,Owner Name,Reg Owner IMO No,Owner Country,Owner Country Name,City Name,Address line 1,Address line 2,Owner Postcode,Code,Who,Comment
146,109509,GLORY CENTURY LTD,6167599,589,Singapore,Singapore,Care of Pacific Rim Shipmanagement Pte Ltd ,"02-68/69, German Center, 25, International Business Park",609916,j,Batch 10,
147,25483,GREAT FAMOUS SHIPPING LTD,5558171,556,"Hong Kong, China",Hong Kong,"15th Floor, Highgrade Building, 117","Chatham Road South, Tsim Sha Tsui, Kowloon",,j,Batch 10,
148,104093,HAI KUO SHIPPING 1953B LTD,6144561,556,China,Nanjing,Care of Jiangsu Ocean Shipping Co Ltd (JOSCO) ,"185, Hunan Lu, Gulou Qu, Jiangsu",210009,j,Batch 10,
149,19979,HELEN SHIPPING BVI LTD,1871311,642,"Hong Kong, China",Hong Kong,Care of Pacific Basin Shipping (HK) Ltd ,"31st Floor, One Island South, 2, Heung Yip Road, Wong Chuk Hang",,j,Batch 10,
150,73305,HONG AN TIANJIN SHIP LEASING,5982771,526,China,Tianjin,"Rooms 101-2-3, Haifeng Logistics Park, 600","Luoyang Lu, Dongjiang Free Trade Port Zone, Binhai Xinqu",300456,j,Batch 10,
151,108243,INDEPENDENT CHARTERS LTD,5391105,561,Luxembourg,Luxembourg,Care of Luxembourg Marine Services SA (LMS) ,"2, rue Charles VI",1327,j,Batch 10,
152,38907,JAGAD ENERGY PT,5672872,559,Indonesia,Batam,"Room 18, Blok C, Komplek Permata Niaga","Jalan Jenderal Sudirman, Kampung Sukajadi, Kec Nongsa",29463,j,Batch 10,
153,108084,JOY HK SHIPPING CO LTD,6174335,556,China,Beijing,Care of HMC Shipmanagement Co Ltd ,"Room 208, 2nd Floor, Building 8, Panganlu Dongkou, Andingzhen, Daxing Qu",102607,j,Batch 10,
154,77027,KAYSTROS SHIPPING LTD,6016373,578,Greece,Piraeus,Care of Polembros Shipping Ltd ,"57A, Poseidonos Avenue, Moschato",183 44,j,Batch 10,
155,72772,KRISTIANSUND TAUBAATSERVICE AS,1754804,600,Norway,Frei,Flatoyveien 81,,6523,j,Batch 10,
156,52644,LIBERTY PROMISE CORP,5521263,639,United States of America,Long Island,Care of Liberty Maritime Corp ,"Suite 200, 1979, Marcus Avenue, North New Hyde Park",NY 11042-1059,j,Batch 10,
157,35467,EPIC BERMUDA PTE LTD,5577437,620,Singapore,Singapore,Care of Epic Shipping Pte Ltd ,"21-05/08, OCBC Centre, 65, Chulia Street",49513,j,Batch 10,
158,74393,MARINA KUNZITE SHIPPING LTD,5781787,556,"Hong Kong, China",Hong Kong,Care of Noble Chartering Ltd ,"18th Floor, Mass Mutual Tower 38, Gloucester Road, Wan Chai",,j,Batch 10,
159,105845,MIGHT ACCESS LTD,6132850,528,Cook Islands,Avatiu,,,,j,Batch 10,
160,110271,MORSKOY TRANSPORT LLC,5966492,616,Russia,Vladivostok,"ul Dubovaya 6B, Primorskiy kray",,690012,j,Batch 10,
161,108338,NAWTON LTD,6170880,642,United States of America,Fort Lauderdale,Care of Moran Yacht Management Inc ,"Suite 200, 1300, SE 17th Street",FL 33316-1721,j,Batch 10,
162,77652,NORTH ANTHEM SHIPPING CO LTD,5997371,589,Greece,Athens,Care of Iolcos Hellenic Maritime Enterprises Co Ltd,"298, Kifisias Avenue, Kifisia",145 63,j,Batch 10,
163,38087,OCEANLOOK SHIPPING LTD,1402011,533,Netherlands,Dordrecht,Care of South End Tanker Management BV ,Aventurijn 218,3316 LB,j,Batch 10,
164,33414,OREL-5 SHIPPING LTD,5482472,590,Ukraine,Kiev,Care of 'Ukrrichflot' Joint Stock Shipping Co ,ul Elektrikov 8,4071,j,Batch 10,
165,106868,GENEVA THREE SA,6138068,589,South Korea,Seoul,Care of Sinokor Merchant Marine Co Ltd ,"2nd Floor, Haenam Building, 21, Bukchang-dong, Jung-gu",100-080,j,Batch 10,
166,44174,GOLAR GRAND CORP,5741150,589,United Kingdom,Victoria,Care of Golar Management Ltd ,"6th Floor, The Zig Zag, 70,  Street",SW1E 6SQ,j,Batch 10,
167,26962,GREAT SCENERY SHIPPING LTD,4077900,556,China,Hong Kong,Care of Sinotrans Ship Management Ltd ,"12th Floor,  Merchants Tower, Shun Tak Centre, , Connaught Road Central, Central",168-200,j,Batch 10,
168,105413,HAPON LTD,6146071,589,Singapore,Singapore,Care of Sealion Ship Management Pte Ltd ,"04-35, West Connect Building, 10, Buroh Street",627564,j,Batch 10,
169,108394,HIGH BREEZE EXPERIENCE LTD,4034516,642,Portugal,Funchal,Care of Yacht Bilgin Shipyard Europe Lda ,"Sala H, 3 andar, Avenida Arriaga 30",9000-064,j,Batch 10,
170,59532,HUAYUE SHIPPING LIBERIA INC,1516973,578,China,Shenzhen,Care of Shenzhen Huawei Offshore Shipping Transport Co Ltd,"Rooms 416-426, Building 1, Haibin Commercial Centre, 9, Xinghua Lu, Shekou Industrial Zone, Nanshan Qu, Guangdong",518067,j,Batch 10,
171,44614,IPPOCAMBOS SHIPPING SA,5658922,578,Greece,Athens,Care of Maran Dry Management Inc ,"216-226, Doiranis Street, Kallithea",176 74,j,Batch 10,
172,93124,JIADE INTERNATIONAL SHIP,5902939,556,"Hong Kong, China",Shanghai,Care of Wah Kwong Ship Management (Hong Kong) Ltd,"24th Floor,  Industrial Investment Building, 48-62, Hennessy Road, Wan Chai",,j,Batch 10,
173,81097,KANTO/UNI-X/NIPPON CONTAINER,5218230,569,Japan,Tokyo,"1-3, Kaigan 3-chome, Minato-ku",,108-0022,j,Batch 10,
174,76194,KNIPOVICH POLAR RESEARCH,5172248,616,Russia,Murmansk,ul Knipovicha 6,,183038,j,Batch 10,
175,25604,LAURA ANN GMBH & CO KG,1973459,535,Germany,Weddingstedt,Care of Reederei Eicke GmbH & Co KG ,Industriestrasse 11,25795,j,Batch 10,
176,59552,LONGZHU OILFIELD SERVICES,5323963,620,Singapore,Singapore,Care of Terasa Star International Shipping Pte Ltd,"14-19/20, International Plaza, 10, Anson Road",79903,j,Batch 10,
177,81939,MANDRAKI SHIPPING & TRADING,6031110,589,Croatia,Korcula,Care of Korkyra Shipping Ltd (Korkyra Shipping DOO),"ACI Marina, setaliste Frana Krsinica 4",HR-20260,j,Batch 10,
178,21502,MARVELLOUS NAVIGATION INC,5631437,589,"Hong Kong, China",Kingston,Care of Anglo-Eastern Ship Management Ltd ,"17th Floor,  International Centre, 19, Wang Chiu Road, Kowloon Bay, Kowloon",,j,Batch 10,
179,44207,METHANE SPIRIT LLC,5737890,589,United Kingdom,Glasgow,Care of Teekay Shipping (Glasgow) Ltd ,"1st Floor, 144, Elliot Street",G3 8EX,j,Batch 10,
180,100583,MONTE SERANTES TRANSPORTES,6130341,611,Spain,Getxo,Care of Ibaizabal Tankers SL ,Tomas Olabarri Kaia 4,48930,j,Batch 10,
181,74894,NAUTILUS,3011635,553,Isle of Man,Ramsey,Care of I-Cap Marine Ltd ,"2nd Floor, Bourne Concourse, PO Box 717, Peel Street",IM99 4PN,j,Batch 10,
182,38621,NIKLAS G GERDES SCHIFFAHRTS,4140491,535,Germany,Haren (Ems),Care of Gerdes Bereederungs und Verwaltungs GmbH,"Hermannstrasse 1A,  , .",49733,j,Batch 10,
183,25719,NWS TWENTY BALT SHIPPING,5380057,533,Russia,St Petersburg,Care of JS North-Western Shipping Co (OAO 'Severo-Zapadnoye Parokhodstvo') ,pereulok Pirogova 3,190000,j,Batch 10,
184,22303,OCTANS TANKERS LTD,5417099,578,Greece,Athens,Care of Dorian (Hellas) SA ,"24, Poseidonos Avenue, Kallithea",176 74,j,Batch 10,
185,82855,GARDLINE LTD,6030451,551,United Kingdom,Great Yarmouth,Care of Gardline Marine Sciences Ltd ,"Endeavour House, Admiralty Road",NR30 3NG,j,Batch 10,
186,80847,GLORY ETERNITY INTERNATIONAL,6008391,556,France,Marseille,Care of CMA CGM SA (The French Line) ,"4, quai d'Arenc",13002,j,Batch 10,
187,81619,GREAT FORTUNE OCEAN SHIPPING,6035347,589,China,Ningbo,Care of Ningbo FTZ Cosnavi International Shipping Management Co Ltd,"8, Xingye Lu, Eastern Block Free Trade Zone, Zhejiang",315800,j,Batch 10,
188,90921,HAI KUO SHIPPING 1606 LTD,6071676,533,Greece,Athens,Care of Dynagas Ltd ,"Poseidonos Avenue & 2, Foivis Street, Glyfada",166 74,j,Batch 10,
189,26235,HERCULES J SCHIFFAHRTSGESELL,5368633,535,Germany,Haren,Care of Jungerhans Maritime Services GmbH & Co KG,Boschstrasse 31,49733,j,Batch 10,
190,50447,HONG KONG WIN DRAGON,5806883,556,Chinese Taipei,Kaohsiung,Care of World Merge Shipping Management SA ,"12th Floor, 1439, Zhonghua 5th Road, Qianzhen District",80661,j,Batch 10,
191,110023,IMAHA SHIPHOLDING LTD,6158940,589,Greece,Athens,Care of Sealink Navigation Ltd ,"3, Xanthou Street",166 74,j,Batch 10,
192,99609,JAPAN RAILWAY/AMAMI KAIUN KK,4104600,569,Japan,Kagoshima,Care of Amami Kaiun KK ,"4-16, Izumi-cho, Kagoshima-ken",892-0822,j,Batch 10,
193,20590,JSM OVERSEAS,1346307,640,China,Nanjing,Care of Jiangsu Marine Shipping Co ,"3rd & 4th Floors, 507, Zhongshan Beilu, Gulou Qu, Jiangsu",210000,j,Batch 10,
194,79559,KENT MARINE TOWAGE LTD,5996050,551,United Kingdom,West Malling,"84, Sandown Road",,ME19 6NR,j,Batch 10,
195,70703,KOTA LTD,3013835,551,United Kingdom,London,"7, Cowley Street",,SW1P 3NB,j,Batch 10,
196,45111,LEXANO SHIPPING CO LTD,4135421,533,Cyprus,Limassol,Care of Marlow Navigation Co Ltd ,"Marlow Building, 13, Alexandreias Street",3013,j,Batch 10,
197,95594,MADRID TRADER MARITIME LTD,6103845,642,United Kingdom,Hobart,Care of Lomar Shipping Ltd ,"13-14,  Place",SW1W 0HH,j,Batch 10,
198,52465,MARNEBORG SCHIFFAHRTS GMBH,5570735,535,Germany,Haren,Care of Navo Mare GmbH & Co KG ,Kruppstrasse 10,49733,j,Batch 10,
199,100627,MERAK SHIPPING CO LTD-MTA,5896541,590,Turkey,Istanbul,Care of Arkas Denizcilik ve Nakliyat AS (Arkas Shipping & Transport AS),"Arkas Binasi, Kasap Sokak 2/2, Esentepe Mah, Sisli",34394,j,Batch 10,
200,108668,MJM LTD,6094435,532,Luxembourg,Luxembourg,Care of Luxembourg Marine Services SA (LMS) ,"2, rue Charles VI",1327,j,Batch 10,
201,81499,MUSE 2 MARINE SA,5932337,604,Japan,Kobe,Care of 'K' Line RoRo Bulk Ship Management Co Ltd,"2-3, Kaigan-dori 2-chome, Chuo-ku, Hyogo-ken",650-0024,j,Batch 10,
202,82802,NEMO SEAWAYS LTD,6035333,578,Greece,Athens,Care of Seastar Chartering Ltd ,"Seastar House, 6, Rizariou Street, Chalandri",152 33,j,Batch 10,
203,44217,NITIZO MARINE LTD,5747406,578,Singapore,Tema,Care of Eastern Pacific Shipping Pte Ltd ,"38-01, Millenia Tower, 1, sek Avenue",39192,j,Batch 10,
204,100087,OAKMAN GLOBAL CORP,5364383,548,France,Antibes,"The Office, La Galerie du Port, 8",boulevard d'Aguillon,6600,j,Batch 10,
205,59577,OFFSHORE SUPPORT VESSELS II BV,5121398,598,Italy,Genoa,Care of Vroon Offshore Services Srl ,Piazza della Vittoria 10/7,16121,j,Batch 10,
206,100157,FUNFUNDVIERZIGSTE OCEANIA,6031287,535,Germany,Hamburg,Care of John T Essberger GmbH & Co KG ,Palmaille 45,22767,j,Batch 10,
207,108355,FX MARINE LTD,4243249,590,Malta,Gzira,Care of Vistra Marine & Aviation Ltd ,"114, Triq ix-Xatt",GZR 31905,j,Batch 10,
208,98897,GALENE MARITIME PTE LTD,6102524,620,Israel,Haifa,Care of XT Management Ltd ,"PO Box 15090, 9, Andre Saharov Street",31905,j,Batch 10,
209,70505,GANGWON PROVINCIAL COLLEGE,5815816,575,South Korea,Gangneung,"270, Jumun 4-ri","Jumunjin-eup, Gangwon-do",210-804,j,Batch 10,
210,38439,GAS-FOUR LTD,4170028,518,Monaco,Monaco Ville,Care of GasLog Ltd ,"Gildo Pastor Center, rue du Gabian",98000,j,Batch 10,
211,73697,GC INTERMODAL XV LTD,5862328,589,Canada,Vancouver,Care of Seaspan Ship Management Ltd ,"Suite 2600, 200, Granville Street",BC V6C 154,j,Batch 10,
212,45543,GEIYO SANGYO,210505,569,Japan,Saijo,"1105, Oshinden",Ehime-ken,793-1342,j,Batch 10,
213,19361,GENCO BRITTANY LTD,5552261,589,United States of America,New York,Care of Genco Ship Management LLC ,"20th Floor, 299, Park Avenue",NY 10171-0002,j,Batch 10,
214,54900,GENESIS NAVIGATION PTE LTD,5855476,620,Singapore,Singapore,Care of Global Feeder Shipping Pte Ltd ,"06-01, Southpoint, 200, Cantonment Road",89763,j,Batch 10,
215,40384,GERLIA SHIPPING CO LTD,5525249,533,Poland,Szczecin,Care of Euroafrica Services Ltd Sp z oo ,ul Energetykow 3/4,70-952,j,Batch 10,
216,94814,GH PROD V LLC,6092031,589,China,Hong Kong,Care of Celsius Tech Ltd ,"27th Floor, 8, Wong Chuk Hang Road, Southern, , .",,j,Batch 10,
217,82150,GIRIT TURIZM DENIZCILIK,4177524,633,Turkey,Istanbul,Care of Avrasya Deniz Tasimaciligi Turizm Hizmetleri Insaat Sanayi ve Ticaret AS ,"Kat 2, Tophanelioglu Caddesi 3, Altunizade Mah, Uskudar",34662,j,Batch 10,
218,40382,GLOBAL AKI SHIPPING SA,5258001,604,Greece,Piraeus,Care of Nereide Marine SA ,"6th Floor, 5-7, Kanari Street",185 37,j,Batch 10,
219,96116,GLOBAL RISE INTERNATIONAL HLDG,6008427,556,France,Marseille,Care of CMA CGM SA (The French Line) ,"4, quai d'Arenc",13002,j,Batch 10,
220,35264,GLOBALGAS SA,4083877,544,Spain,Madrid,Calle Ulises 102,,28043,j,Batch 10,
221,59686,GLORY PRINCESS SHIPPING CO SA,5852525,517,Greece,Piraeus,Care of IMS Hellenic Co ,"9, Filellinon Street",185 36,j,Batch 10,
222,57353,GODRIMAJU SDN BHD,5144948,595,Malaysia,Miri,Care of Sealink Sdn Bhd ,"Lot 1035, Block 4, MCLD, Piasau Industrial Estate, Sarawak",,j,Batch 10,
223,77192,GOLDEN BEHIKE INC,6013878,578,Bermuda,Hamilton,Care of Golden Ocean Group Ltd (GOGL) ,"Par la Ville Place, 14, Par la Ville Road",HM 08,j,Batch 10,
224,99783,GOLDEN PIONEER SHIPPING CO LTD,6128557,556,China,Qingdao,Care of WS Shipping Co Ltd ,"9th Floor, Block C,  Plaza, 381, Dunhua Lu, Shibei Qu, Shandong",266034,j,Batch 10,
225,81687,GOLDMARINE COMMERCE CO LTD,5361450,575,South Korea,Busan,"Room 1207, Korea Express Building, 8305","Jungang-dong 4-ga, Jung-gu",600-014,j,Batch 10,
226,73641,GOOD WHALE MI LTD,5982957,589,"Hong Kong, China",Hong Kong,Care of Taylor Maritime (HK) Ltd ,"26th Floor, Vertical Square, 28, Heung Yip Road, Wong Chuk Hang",,j,Batch 10,
227,81928,GPS BATTLER LTD,5791050,551,United Kingdom,Rochester,Care of GPS Marine Contractors Ltd ,"GPS Marine House, Upnor Road, Lower Upnor, ",ME2 4UY,j,Batch 10,
228,78670,GRAND CHAMP SHIPPING HOLDING,6021780,556,Singapore,Singapore,Care of Pacific International Lines (Pte) Ltd ,"03-00, PIL Building, 140, Cecil Street",69540,j,Batch 10,
229,19712,GREAT BLESS SHIPPING LTD,4032571,556,China,Hong Kong,Care of Sinotrans Ship Management Ltd ,"12th Floor,  Merchants Tower, Shun Tak Centre, , Connaught Road Central, Central",168-200,j,Batch 10,
230,92375,GREAT PAROS LTD,6080471,589,China,Guangzhou,Care of New Unite Marine Co Ltd ,"Room 15F-A, Yifa Building, 228,  Lu, Gulou Qu, Jiangsu",210024,j,Batch 10,
231,104589,GRECOAST HONGKONG LTD,6147291,556,"Hong Kong, China",Hong Kong,,,,j,Batch 10,
232,108443,GREENWICH BROKERAGE NAVIERA SA,1602191,604,Greece,Piraeus,"64, Filonos Street",,185 35,j,Batch 10,
233,40373,GRYF LINE LTD,5444544,516,Poland,Szczecin,Care of Unity Line Co Ltd (Unity Line Sp z oo) ,Plac Rodla 8,70-419,j,Batch 10,
234,95682,GUANGXI BEIBU GULF CRUISE,5637572,526,China,Beihai,"145, Haijiao Lu","Haicheng Qu, Guangxi",536000,j,Batch 10,
235,93212,GULF RAIN LTD,6085012,589,Turkey,Istanbul,Care of Pasifik Lojistik Grubu ve Denizcilik AS ,"Bahar Sokak 1, Postahane Mah, Tuzla",34940,j,Batch 10,
236,109302,GURU YACHTS INC,5809052,639,United States of America,Dallas,"Suite 100, 2311",Cedar Springs Rd,TX 75201-7816,j,Batch 10,
237,100288,HAFNIA ONE PTE LTD,6131499,620,Singapore,Singapore,Care of Hafnia Pte Ltd ,"17-02, Mapletree Business City, 10, Pasir Panjang Road",117438,j,Batch 10,
238,71906,HAI KUO SHIPPING 1502 LTD,5902704,589,United Kingdom,Sunbury on Thames,Care of BP Shipping Ltd ,"Building G, Chertsey Road",TW16 7LN,j,Batch 10,
239,86351,HAI KUO SHIPPING 1752 LTD,6047000,589,Singapore,Singapore,Care of Mansel Pte Ltd ,"15-02, The Heeren, 260, Orchard Road",238855,j,Batch 10,
240,104639,HAI KUO SHIPPING 1979T LTD,6149076,556,Cyprus,Limassol,Care of Columbia Shipmanagement Ltd ,"Columbia House, 21, Spyrou Kyprianou Avenue",4042,j,Batch 10,
241,74617,HAINAN SHENGHE TRANSPORT CO,5902960,526,China,Danzhou,Care of Hainan Shunyuan Shipping Development Co Ltd,"Room 205B, Xinpu Buildings, Yangpu Port, Yangpu EDZ, Hainan",,j,Batch 10,
242,26607,HALLMAR NAVIGATION CO,5663300,589,Greece,Athens,Care of Alpha Bulkers Shipmanagement Inc ,"354, Andrea Syngrou Avenue, Kallithea",176 74,j,Batch 10,
243,40914,HAN XIN HEAVYLIFT SHIPPING-HKG,5657487,556,China,Shanghai,Care of Han Ship Management Pte Ltd ,"Room 1611, Ruifeng International Building, 248, Yangshupu Lu, Hongkou Qu",200082,j,Batch 10,
244,109207,HANSA FLOTTBEK FEEDER I GMBH,6054341,535,Germany,Hamburg,Care of Leonhardt & Blumberg Schiffahrtsgesellschaft mbH & Co KG,Neumuehlen 13,22763,j,Batch 10,
245,108184,HARACO HOLDING GMBH,6155004,535,Germany,Bremerhaven,Am Lunedeich 145,,27572,j,Batch 10,
246,43287,HARMONY TRANSPORT SA,5281603,604,Chinese Taipei,Taipei,Care of Wisdom Marine Lines SA ,"2nd Floor, 237, Fuxing S Road, Section 2, Da-an District",10667,j,Batch 10,
247,80053,HASBRO INVESTMENTS INC,6019143,589,Greece,Piraeus,Care of Target Marine SA ,"24, Kaningos Street",185 34,j,Batch 10,
248,29955,HAWAII SHIPPING/DAIICHI KISEN,5363513,569,Norway,Bergen,Care of Kristian Gerhard Jebsen Skipsrederi AS (KGJS),Zander Kaaes gate 7,5015,j,Batch 10,
249,52410,HEAVYLIFT F1 LLC,5633570,639,United States of America,Jacksonville,Care of Crowley Global Ship Management Inc ,"9487, Regency Square Boulevard",FL 32225-8142,j,Batch 10,
250,43292,HELD BEREEDERUNGS GMBH & CO KG,5348114,535,Germany,Haren,Boschstrasse 21,,49733,j,Batch 10,
251,79657,HELLENIC SHIPYARDS SA,73968,555,Greece,Athens,"3, Koimiseos Theotokou Skaramagkas Street, Chaidari",,124 62,j,Batch 10,
252,74575,HERIYANTO,5267971,559,Indonesia,Samarinda,Care of PT Perusahaan Pelayaran Rusianto Bersaudara,"Jalan Nakhoda 23, Kel Karang Mumus",75113,j,Batch 10,
253,20033,HEROIC CHAMAELEON INC,5289215,578,"Hong Kong, China",Hong Kong,Care of Cido Shipping (HK) Co Ltd ,"20th Floor, World Wide House, 19, Des Voeux Road Central",,j,Batch 10,
254,20064,HEROIC PICTOR INC,5500497,578,"Hong Kong, China",Hong Kong,Care of Cido Shipping (HK) Co Ltd ,"20th Floor, World Wide House, 19, Des Voeux Road Central",,j,Batch 10,
255,81798,HIGHLINE CARRIER SDN BHD,5984750,595,Malaysia,Kuching,Care of Highline Shipping Sdn Bhd ,"Lot 10914, Section 64, Jalan Datuk Abang Abdul Rahim, Sarawak",93450,j,Batch 10,
256,97409,HIGHWELL SHIPPING LTD,6114460,626,"Hong Kong, China",Hong Kong,Care of Uni Ample Shipping Ltd ,"Room 32, 11th Floor, Lee Ka Industrial Building, 8, Ng Fong Street, San Po Kong, Kowloon",,j,Batch 10,
257,104112,HISASHIGE KISEN CO LTD,549550,569,Japan,Imabari,"2231-2, Namikata","Namikata-cho, Ehime-ken",799-2101,j,Batch 10,
258,20137,HOANYA WISDOM SA,4137532,604,Chinese Taipei,Taipei,Care of Wisdom Marine Lines SA ,"2nd Floor, 237, Fuxing S Road, Section 2, Da-an District",10667,j,Batch 10,
259,108722,HOMELAND SHIPPING LTD,5789456,642,Ukraine,Odessa,Care of MSA Marmara Yachting LLC ,"7th Floor, Marine Business Centre, ul Bunina 10",65026,j,Batch 10,
260,89543,HONG KONG JINSHA SEA FILL SHPG,4235751,556,"Hong Kong, China",Hong Kong,"Room 803, Chevalier House, 45-51","Chatham Road South, Tsim Sha Tsui, Kowloon",,j,Batch 10,
261,20185,HONGKONG SINO 3 SHIPPING LTD,5674750,556,China,Guangzhou,Care of Guangzhou Kuifenghang Shipping Co Ltd ,"Room 1804, 19, Beijiaochang Lu, Yuexiu Qu, Guangdong",,j,Batch 10,
262,97371,HOPEFUL VOYAGE NAVIGATION SA,5820079,604,Japan,Tokyo,Care of Iino Marine Service Co Ltd ,"1-1, Uchisaiwai-cho 2-chome, Chiyoda-ku",100-0011,j,Batch 10,
263,20212,HOWELLS SHIPPING,4093992,589,Chinese Taipei,Taipei,Care of Sincere Navigation Corp ,"14th Floor, Yu Tai Enterprise Building, 368, Fuxing S Road, Section 1, Da-an District",10640,j,Batch 10,
264,78437,HSL TIGER SHIPPING LTD,6010122,561,Germany,Hamburg,Care of Interorient Marine Services (Germany) GmbH & Co KG,Kajen 12,20459,j,Batch 10,
265,71108,HUDSON RICHMOND LTD,5968278,551,United Kingdom,Wembley,"Portland House, 69-71, Wembley Hill Road",,HA9 8BU,j,Batch 10,
266,97080,HYDE ED,630611,523,Canada,Penticton,"PO Box 185, Station Main",,BC V2A 6J9,j,Batch 10,
267,20274,IASOS DENIZCILIK,5056155,633,Turkey,Izmir,Care of Gulnak Denizcilik Nakliyat ve Ticaret AS (Gulnak Shipping Transport & Trading Inc) ,"Daire 601, Kat 6, Ataturk Caddesi 378, Alsancak Mah, Konak",35220,j,Batch 10,
268,20291,ICON EAGLE VERMONT PTE LTD,5601089,620,Singapore,Singapore,Care of Eaglestar Shipmanagement (S) Pte Ltd ,"15-07, The Metropolis Tower 2, 11, North Buona Vista Drive",138589,j,Batch 10,
269,110266,IH SHIPPING 8,6181822,532,Greece,Athens,Care of Niriis Shipping SA ,"13, Panepistimiou Street",105 64,j,Batch 10,
270,105416,ILYICHEVSK MARINE TRADE PORT,5914769,637,Ukraine,Odesskaya Oblast,Chornomorsk,,,j,Batch 10,
271,70989,INCHEON BAY LTD,5951464,556,"Hong Kong, China",Hong Kong,Care of Pacific Basin Shipping (HK) Ltd ,"31st Floor, One Island South, 2, Heung Yip Road, Wong Chuk Hang",,j,Batch 10,
272,20341,INFINITE PROSPERITY SHIPPING,5511311,620,Singapore,Singapore,25E,Sungei Kadut Street 1,729333,j,Batch 10,
273,33452,INTAN SYNERGY PTE LTD,4151709,620,Singapore,Singapore,Care of ASL Offshore & Marine Pte Ltd ,"19, Pandan Road",609271,j,Batch 10,
274,94203,INTERTRANS HOLDINGS INC,6089236,589,Turkey,Istanbul,Care of Transport Projects Ltd ,"Sureyyapasa Sokak 3, Kucukyali Mah, Maltepe",34841,j,Batch 10,
275,71517,IONIC ANAX INC,5945718,589,Singapore,Samsun,Care of Jellicoe Tankers Asia Pte Ltd ,"25-01/39, g Hub, 3, Church Street",49483,j,Batch 10,
276,72302,IRIS PANAY LTD,5981066,508,Germany,Luebeck,Care of Lubeca Marine (Germany) GmbH & Co KG ,Grosse Burgstrasse 55-57,23552,j,Batch 10,
277,83663,ISLAND DILIGENCE AS,6042220,600,Norway,Ulsteinvik,Care of Island Offshore Management AS ,Staalhaugen 12,6065,j,Batch 10,
278,75936,ITCHEN MARINE TOWAGE LTD,4018105,551,United Kingdom,Southampton,"American Wharf, Elm Street",,SO14 5GA,j,Batch 10,
279,101660,IWAKI KISEN,1719243,569,Japan,Kamijima,Iwagi,"Ochi-gun, Ehime-ken",794-2410,j,Batch 10,
280,46431,JACARANDA MARITIME SA,5665473,604,China,Dalian,Care of Dalian Sea Carrier Co Ltd ,"Room 1306, Tower A, Mingshi Fortune Center, 20, Gangwan Jie, Zhongshan Qu, Liaoning",116001,j,Batch 10,
281,110348,JAMAICA FAR EAST LTD,5948536,567,Jamaica,Kingston,"20 1/2, Duke Street",,,j,Batch 10,
282,47192,JAPAN RAILWAY/HEISEI SHOUN,5433332,569,Japan,Yokohama,Care of Japan Railway Construction,"Transport & Technology Agency (JRTT), Island Tower Yokohama, 6-50-1, Hon-cho, Naka-ku, Kanagawa-ken",231-8315,j,Batch 10,
283,88587,JAPAN RAILWAY/SHIMOBAYASHI,4115211,569,Japan,Bizen,Care of Shimobayashi Kisen YK ,"854, Hinase, Hinase-cho, Okayama-ken",701-3204,j,Batch 10,
284,89297,JASPERO SHIPTRADE SA,6015070,589,Greece,Piraeus,Care of Navios Containers Management Inc ,"85, Akti Miaouli",185 38,j,Batch 10,
285,27744,JERVIS STAR SCHIFFAHRTS,5081621,535,Germany,Hamburg,Care of Reederei Blue Star GmbH ,Hohe Bleichen 12,20354,j,Batch 10,
286,60190,JIA YUE SHIPPING CO LTD,5798220,556,China,Shanghai,Care of HTM Shipping Co Ltd ,"Room 1208, Building 5, Central  Railway Times Square, 299, Jiangchang Erlu, Zhabei Qu",200436,j,Batch 10,
287,96823,JIFMAR ANNA B,6031622,548,France,Aix en Provence,Care of Jifmar Offshore Services SAS ,"BP 131, 120, avenue Napoleon Bonaparte",13100,j,Batch 10,
288,20548,JINGUANGLING MARTIME SA,4146385,604,China,Guangzhou,Care of COSCO Shipping Specialized Carriers Co Ltd," Ocean Plaza, 20, Huacheng Dadao, Tianhe Qu, Guangdong",510623,j,Batch 10,
289,27000,JINYAO MARINE INC,5274028,604,"Hong Kong, China",Hong Kong,Care of Goldbeam International Ltd ,"Rooms 2602-4, 26th Floor, Yardley Commercial Building, 1-6, Connaught Road West, Sheung Wan",,j,Batch 10,
290,78600,JOHNSON'S BARGE SERVICES LTD,5002487,601,New Zealand,Havelock,"18, Old Coach Road",,7100,j,Batch 10,
291,35378,JOVIAL SHIPPING NAVIGATION SA,4096833,604,Japan,Tokyo,Care of Mitsui OSK Lines Ltd (MOL) ,"1-1, Toranomon 2-chome, Minato-ku",105-8688,j,Batch 10,
292,25579,JRS PEGASUS SCHIFFAHRTS,5461454,535,Germany,Hamburg,Care of Buss Shipping GmbH & Co KG ,Am Sandtorkai 48,20457,j,Batch 10,
293,39438,JULES VERNE SAS,5725849,548,France,Marseille,Care of CMA CGM SA (The French Line) ,"4, quai d'Arenc",13002,j,Batch 10,
294,109675,JUPITER 15 LTD,6178633,518,United Kingdom,London,Care of Oceonix Services Ltd ,"21, Whitefriars Street",EC4Y 8JJ,j,Batch 10,
295,39052,KAI HE SHIPPING LTD,5724430,556,"Hong Kong, China",Hong Kong,Care of Kaili Shipping (HK) Ltd ,"11th Floor, Axa Centre, , Gloucester Road, Wan Chai",151,j,Batch 10,
